Nama Kost,Wilayah,Harga,Ukuran (m2),Jumlah Fasilitas,Segmen_Pasar,all_facilities_bs
Kost Singgahsini Muhajar 50 Tipe A Kebon Jeruk Jakarta Barat,Jakarta Barat,Rp 2.115.000,18.0,23,Premium,4 x 4.5 meter; Tidak termasuk listrik; AC; Kasur; Meja; Lemari Baju; Ventilasi; Kursi; Bantal; Guling; Jendela; K. Mandi Dalam; Kloset Duduk; Shower; Air panas; WiFi; Kulkas; R. Cuci; Penjaga Kos; R. Jemur; Dapur; Gazebo; CCTV; Jemuran; Parkir Motor & Sepeda
Kost Singgahsini Muhajar 50 Tipe B Kebon Jeruk Jakarta Barat,Jakarta Barat,Rp 2.020.000,14.0,23,Premium,3.5 x 4 meter; Tidak termasuk listrik; AC; Kasur; Meja; Lemari Baju; Kursi; Bantal; Guling; Jendela; K. Mandi Dalam; Kloset Duduk; Wastafel; Shower; Air panas; WiFi; Kulkas; R. Cuci; Penjaga Kos; R. Jemur; Dapur; Gazebo; CCTV; Jemuran; Parkir Motor & Sepeda
Kost Singgahsini Muhajar Tipe A Kebon Jeruk Jakarta Barat,Jakarta Barat,Rp 2.020.000,12.0,23,Premium,4 x 3 meter; Termasuk listrik; AC; Kasur; Meja; Lemari Baju; Kursi; Cleaning service; Bantal; Jendela; K. Mandi Dalam; Kloset Duduk; Wastafel; Shower; Air panas; WiFi; Kulkas; Penjaga Kos; Dapur; Dispenser; Balcon; Parkir Mobil; Parkir Motor; Parkir Sepeda; Parkir Motor & Sepeda
Kost Singgahsini Muhajar Tipe B Kebon Jeruk Jakarta Barat,Jakarta Barat,Rp 1.925.000,8.75,22,Premium,3.5 x 2.5 meter; Tidak termasuk listrik; AC; Kasur; Meja; Lemari Baju; Kursi; Cleaning service; Bantal; K. Mandi Dalam; Kloset Duduk; Wastafel; Shower; Air panas; WiFi; Kulkas; Penjaga Kos; Dapur; Dispenser; Balcon; Parkir Mobil; Parkir Motor; Parkir Sepeda; Parkir Motor & Sepeda
Kost Singgahsini Mutiara 16B Tipe A Sumur Batu Jakarta Pusat,Jakarta Pusat,Rp 1.129.000,9.0,20,Standar,3 x 3 meter; Tidak termasuk listrik; AC; Kasur; Meja; Lemari Baju; Ventilasi; Kursi; Bantal; Cermin; Jendela; Kloset Duduk; Kloset Jongkok; K. Mandi Luar; Ember mandi; Shower; WiFi; Dapur; Jemuran; Parkir Mobil; Parkir Sepeda; Parkir Motor & Sepeda
Kost Singgahsini Mutiara 16B Tipe B Sumur Batu Jakarta Pusat,Jakarta Pusat,Rp 1.125.000,5.0,20,Standar,2.5 x 2.0 meter; Tidak termasuk listrik; AC; Kasur; Meja; Lemari Baju; Ventilasi; Kursi; Bantal; Cermin; Jendela; Kloset Duduk; Kloset Jongkok; K. Mandi Luar; Ember mandi; Shower; WiFi; Dapur; Jemuran; Parkir Mobil; Parkir Sepeda; Parkir Motor & Sepeda
Kost Singgahsini My Home Tipe A Setiabudi Jakarta Selatan,Jakarta Selatan,Rp 2.400.000,12.0,23,Premium,4 x 3 meter; Tidak termasuk listrik; AC; Kasur; Meja; Lemari Baju; Kursi; Bantal; Guling; Jendela; K. Mandi Dalam; Kloset Duduk; Wastafel; Shower; Air panas; WiFi; R. Cuci; R. Tamu; Penjaga Kos; Dapur; K. Mandi Luar; Parkir Mobil; Parkir Motor; Parkir Sepeda; Parkir Motor & Sepeda
Kost Singgahsini My Home Tipe B Setiabudi Jakarta Selatan,Jakarta Selatan,Rp 2.825.000,10.799999999999999,25,Premium,4.5 x 2.4 meter; Tidak termasuk listrik; AC; Kasur; Meja; TV; Lemari Baju; Kursi; Bantal; Guling; Jendela; K. Mandi Dalam; Kloset Duduk; K. Mandi Luar; Wastafel; Shower; Air panas; WiFi; R. Cuci; R. Tamu; Penjaga Kos; Dapur; Rooftop; Parkir Mobil; Parkir Motor; Parkir Sepeda; Parkir Motor & Sepeda
Kost Singgahsini My Pelopor Tipe B Kalideres Jakarta Barat,Jakarta Barat,Rp 1.589.000,9.889999999999999,19,Standar,4.3 x 2.3 meter; Tidak termasuk listrik; AC; Kasur; Lemari Baju; Bantal; Guling; Jendela; K. Mandi Dalam; Kloset Duduk; Shower; WiFi; R. Tamu; Penjaga Kos; R. Jemur; Dapur; Dispenser; Balcon; CCTV; Rooftop; Parkir Motor & Sepeda
Kost Singgahsini Nathan Kemang Utara Tipe B Mampang Prapatan Jakarta Selatan,Jakarta Selatan,Rp 2.780.000,10.8,27,Premium,3 x 3.6 meter; Tidak termasuk listrik; AC; Kasur; Meja; Lemari Baju; Kursi; Bantal; Cermin; Guling; Jendela; K. Mandi Dalam; Kloset Duduk; Wastafel; Shower; Air panas; WiFi; Kulkas; R. Tamu; Penjaga Kos; Mushola; R. Santai; Dapur; Dispenser; Taman; CCTV; Parkir Mobil; Parkir Sepeda; Parkir Motor & Sepeda
Kost Singgahsini Ndalem Lakshmi Tipe A Pasar Minggu Jakarta Selatan,Jakarta Selatan,Rp 2.637.500,10.5,25,Premium,3.5 x 3 meter; Tidak termasuk listrik; AC; Kasur; Meja; Lemari Baju; Kursi; Bantal; Guling; Jendela; K. Mandi Dalam; Kloset Duduk; Wastafel; Shower; Air panas; WiFi; Kulkas; Penjaga Kos; R. Makan; R. Jemur; Dapur; Dispenser; TV; CCTV; Jemuran; Parkir Mobil; Parkir Motor & Sepeda
Kost Singgahsini Ndalem Lakshmi Tipe B Pasar Minggu Jakarta Selatan,Jakarta Selatan,Rp 2.400.000,8.75,25,Premium,3.5 x 2.5 meter; Tidak termasuk listrik; AC; Kasur; Meja; Lemari Baju; Kursi; Bantal; Guling; Jendela; K. Mandi Dalam; Kloset Duduk; Wastafel; Shower; Air panas; WiFi; Kulkas; Penjaga Kos; R. Makan; R. Jemur; Dapur; Dispenser; TV; CCTV; Jemuran; Parkir Mobil; Parkir Motor & Sepeda
Kost Singgahsini Nest Cikini Tipe A Menteng Jakarta Pusat,Jakarta Pusat,Rp 2.275.000,8.64,19,Standar,3.2 x 2.7 meter; Tidak termasuk listrik; AC; Kasur; Meja; TV; Lemari Baju; Ventilasi; Bantal; Cermin; Kloset Duduk; K. Mandi Luar; Ember mandi; Shower; WiFi; Kulkas; Penjaga Kos; R. Jemur; Dapur; CCTV; Parkir Motor & Sepeda
Kost Singgahsini Nest Cikini Tipe B Menteng Jakarta Pusat,Jakarta Pusat,Rp 1.825.000,7.5,20,Standar,3 x 2.5 meter; Tidak termasuk listrik; AC; Kasur; Meja; TV; Lemari Baju; Ventilasi; Bantal; Cermin; Guling; Kloset Duduk; K. Mandi Luar; Ember mandi; Shower; WiFi; Kulkas; Penjaga Kos; R. Jemur; Dapur; CCTV; Parkir Motor & Sepeda
Kost Singgahsini Nina Kebagusan Raya Tipe C Pasar Minggu Jakarta Selatan,Jakarta Selatan,Rp 1.125.000,6.300000000000001,19,Ekonomis,3 x 2.1 meter; Termasuk listrik; Kasur; Meja; Lemari Baju; Ventilasi; Kursi; Bantal; Guling; Jendela; Kloset Duduk; K. Mandi Luar; WiFi; Penjaga Kos; R. Jemur; Dapur; Dispenser; Jemuran; Parkir Mobil; Parkir Motor; Parkir Sepeda
Kost Singgahsini Ninetree Mangga Besar Tipe B Tamansari Jakarta Barat,Jakarta Barat,Rp 2.210.000,9.0,19,Premium,3 x 3 meter; Tidak termasuk listrik; AC; Kasur; Meja Rias; Lemari Baju; Kursi; Bantal; Cermin; Jendela; K. Mandi Dalam; Kloset Duduk; Wastafel; Ember mandi; Shower; Air panas; WiFi; K. Mandi Luar; Parkir Mobil; Parkir Sepeda; Parkir Motor & Sepeda
Kost Singgahsini Nona Lebak Bulus Tipe A Cilandak Jakarta Selatan,Jakarta Selatan,Rp 1.875.000,9.600000000000001,20,Standar,3.2 x 3 meter; Tidak termasuk listrik; AC; Kasur; Meja; Lemari Baju; Ventilasi; Kursi; Bantal; Jendela; K. Mandi Dalam; Kloset Duduk; Shower; WiFi; Kulkas; R. Jemur; Dapur; CCTV; Parkir Mobil; Parkir Motor; Parkir Sepeda; Parkir Motor & Sepeda
Kost Singgahsini Nona Lebak Bulus Tipe B Cilandak Jakarta Selatan,Jakarta Selatan,Rp 1.775.000,7.0,21,Standar,2.8 x 2.5 meter; Tidak termasuk listrik; AC; Kasur; Meja; Lemari Baju; Ventilasi; Kursi; Bantal; Cermin; Jendela; K. Mandi Dalam; Kloset Duduk; Shower; WiFi; Kulkas; R. Jemur; Dapur; CCTV; Parkir Mobil; Parkir Motor; Parkir Sepeda; Parkir Motor & Sepeda
Kost Singgahsini Nony Tipe A Tanjung Priok Jakarta Utara,Jakarta Utara,Rp 1.465.000,12.0,17,Standar,4 x 3 meter; Tidak termasuk listrik; AC; Kasur; Lemari Baju; Ventilasi; Bantal; Jendela; Guling; K. Mandi Dalam; Kloset Duduk; Ember mandi; Shower; WiFi; Penjaga Kos; R. Jemur; CCTV; Balcon; Parkir Motor & Sepeda
Kost Singgahsini Nony Tipe B Tanjung Priok Jakarta Utara,Jakarta Utara,Rp 1.420.000,9.0,17,Standar,3 x 3 meter; Tidak termasuk listrik; AC; Kasur; Lemari Baju; Ventilasi; Bantal; Jendela; Guling; K. Mandi Dalam; Kloset Duduk; Ember mandi; Shower; WiFi; Penjaga Kos; R. Jemur; CCTV; Balcon; Parkir Motor & Sepeda
Kost Singgahsini Nusa Indah 15 Tipe A Tomang Jakarta Barat,Jakarta Barat,Rp 2.875.000,12.0,26,Premium,4 x 3 meter; Tidak termasuk listrik; AC; Kasur; Meja; Lemari Baju; Ventilasi; Kursi; Bantal; Cermin; Jendela; K. Mandi Dalam; Kloset Duduk; Wastafel; Shower; Air panas; WiFi; R. Cuci; Kulkas; R. Tamu; Mesin Cuci; Penjaga Kos; R. Makan; R. Jemur; Dapur; Dispenser; Parkir Mobil; Parkir Motor & Sepeda
Kost Singgahsini Oasis Kedoya Tipe B Kebon Jeruk Jakarta Barat,Jakarta Barat,Rp 1.625.000,9.0,17,Standar,3 x 3 meter; Tidak termasuk listrik; AC; Kasur; Meja; Lemari Baju; Kursi; Jendela; Bantal; Cermin; Kloset Duduk; K. Mandi Luar; Ember mandi; Shower; WiFi; Penjaga Kos; Dapur; Parkir Mobil; Parkir Motor & Sepeda
Kost Singgahsini Oasis Kedoya Tipe C Kebon Jeruk Jakarta Barat,Jakarta Barat,Rp 1.325.000,9.0,18,Standar,3 x 3 meter; Tidak termasuk listrik; AC; Kasur; Meja; Lemari Baju; Kursi; Jendela; Bantal; Cermin; Guling; Kloset Duduk; K. Mandi Luar; Ember mandi; Shower; WiFi; Penjaga Kos; Dapur; Parkir Mobil; Parkir Motor & Sepeda
Kost Singgahsini Oemah Waringin Tipe A Makasar Jakarta Timur,Jakarta Timur,Rp 1.267.000,10.240000000000002,20,Standar,3.2 x 3.2 meter; Tidak termasuk listrik; AC; Kasur; Lemari Baju; Bantal; Cermin; Guling; Jendela; Kloset Duduk; K. Mandi Luar; Ember mandi; WiFi; R. Cuci; Kulkas; R. Tamu; R. Makan; R. Jemur; Dapur; CCTV; Parkir Mobil; Parkir Motor & Sepeda
Kost Singgahsini Ohana Tipe B Cilandak Jakarta Selatan,Jakarta Selatan,Rp 2.162.500,20.669999999999998,19,Premium,5.3 x 3.9 meter; Tidak termasuk listrik; AC; Kasur; Meja; Lemari Baju; Kursi; Bantal; Jendela; K. Mandi Dalam; Kloset Duduk; Wastafel; Shower; Air panas; WiFi; R. Tamu; R. Makan; Dapur; CCTV; Parkir Mobil; Parkir Motor & Sepeda
Kost Singgahsini Omah Nena Tipe A Beji Depok,Depok,Rp 1.735.000,10.36,24,Premium,3.7 x 2.8 meter; Tidak termasuk listrik; AC; Kasur; Meja; Lemari Baju; Kursi; Bantal; Cermin; Guling; Jendela; K. Mandi Dalam; Kloset Duduk; Shower; Air panas; WiFi; Kulkas; Penjaga Kos; R. Jemur; Dapur; Dispenser; Rooftop; Balcon; CCTV; Parkir Mobil; Parkir Motor & Sepeda
Kost Singgahsini Omah Nena Tipe B Beji Depok,Depok,Rp 1.555.000,10.36,22,Standar,3.7 x 2.8 meter; Tidak termasuk listrik; AC; Kasur; Meja; Lemari Baju; Kursi; Bantal; Cermin; Guling; Jendela; K. Mandi Dalam; Kloset Duduk; Shower; WiFi; Kulkas; Penjaga Kos; R. Jemur; Dapur; Dispenser; Rooftop; CCTV; Parkir Mobil; Parkir Motor & Sepeda
Kost Singgahsini One Residence Tipe A Kemayoran Jakarta Pusat,Jakarta Pusat,Rp 2.325.000,10.8,16,Premium,3 x 3.6 meter; Tidak termasuk listrik; AC; Kasur; TV; Lemari Baju; Bantal; Cermin; K. Mandi Dalam; Kloset Duduk; Wastafel; Shower; Air panas; WiFi; Penjaga Kos; CCTV; Parkir Mobil; Parkir Motor & Sepeda
Kost Singgahsini Ono Tipe A Cempaka Putih Jakarta Pusat,Jakarta Pusat,Rp 1.225.000,10.08,18,Ekonomis,3.6 x 2.8 meter; Tidak termasuk listrik; Kasur; Meja; Lemari Baju; Ventilasi; Kursi; Kipas Angin; Bantal; Cermin; Guling; Jendela; K. Mandi Dalam; Kloset Duduk; Shower; WiFi; R. Tamu; R. Jemur; Dapur; Parkir Motor & Sepeda
Kost Singgahsini Ono Tipe B Cempaka Putih Jakarta Pusat,Jakarta Pusat,Rp 1.175.000,7.839999999999999,16,Ekonomis,2.8 x 2.8 meter; Tidak termasuk listrik; Kasur; Lemari Baju; Ventilasi; Kursi; Bantal; Cermin; Guling; Jendela; K. Mandi Dalam; Kloset Jongkok; Ember mandi; WiFi; R. Tamu; R. Jemur; Dapur; Parkir Motor & Sepeda
Kost Singgahsini Ono Tipe C Cempaka Putih Jakarta Pusat,Jakarta Pusat,Rp 875.000,9.360000000000001,16,Ekonomis,3.6 x 2.6 meter; Tidak termasuk listrik; Kasur; Lemari Baju; Ventilasi; Kipas Angin; Bantal; Cermin; Guling; Jendela; Kloset Jongkok; K. Mandi Luar; Ember mandi; WiFi; R. Tamu; R. Jemur; Dapur; Parkir Motor & Sepeda
Kost Singgahsini Ono Tipe D Cempaka Putih Jakarta Pusat,Jakarta Pusat,Rp 1.375.000,11.76,14,Standar,4.2 x 2.8 meter; Tidak termasuk listrik; AC; Kasur; Meja; Lemari Baju; Ventilasi; Kursi; K. Mandi Dalam; Kloset Duduk; Shower; WiFi; R. Tamu; R. Jemur; Dapur; Parkir Motor & Sepeda
Kost Singgahsini Palang Merah 7 Tipe A Cideng Jakarta Pusat,Jakarta Pusat,Rp 2.685.000,19.840000000000003,20,Premium,6.2 x 3.2 meter; Tidak termasuk listrik; AC; Kasur; Meja; Lemari Baju; Bantal; Jendela; K. Mandi Dalam; Kloset Duduk; Wastafel; Shower; Air panas; WiFi; R. Tamu; Penjaga Kos; R. Makan; R. Jemur; Dapur; Balcon; Parkir Mobil; Parkir Motor & Sepeda
Kost Singgahsini Palang Merah 7 Tipe B Cideng Jakarta Pusat,Jakarta Pusat,Rp 2.225.000,15.0,20,Premium,3 x 5 meter; Tidak termasuk listrik; AC; Kasur; Meja; Lemari Baju; Bantal; Jendela; K. Mandi Dalam; Kloset Duduk; Wastafel; Shower; Air panas; WiFi; R. Tamu; Penjaga Kos; R. Makan; R. Jemur; Dapur; Balcon; Parkir Mobil; Parkir Motor & Sepeda
Kost Singgahsini Pancoran 67 Tipe A Jakarta Selatan,Jakarta Selatan,Rp 1.735.000,8.32,19,Standar,3.2 x 2.6 meter; Tidak termasuk listrik; AC; Kasur; Meja; Lemari Baju; Ventilasi; Kursi; Bantal; Cermin; Guling; Jendela; K. Mandi Dalam; Kloset Duduk; Shower; WiFi; Kulkas; Penjaga Kos; Dapur; Dispenser; Parkir Motor & Sepeda
Kost Singgahsini Pandji Tipe A Pulo Gadung Jakarta Timur,Jakarta Timur,Rp 1.800.000,6.24,22,Standar,2.4 x 2.6 meter; Termasuk listrik; AC; Kasur; Meja; Lemari Baju; Ventilasi; Kursi; Bantal; Cermin; Guling; Kloset Duduk; K. Mandi Luar; Shower; WiFi; R. Cuci; Kulkas; Penjaga Kos; R. Jemur; Dapur; Dispenser; CCTV; Jemuran; Parkir Motor & Sepeda
Kost Singgahsini Parkit 24 Tipe A Beji Depok,Depok,Rp 1.465.000,12.0,26,Standar,3 x 4 meter; Termasuk listrik; AC; Kasur; Meja; TV; Lemari Baju; Ventilasi; Kursi; Jendela; Bantal; Cermin; K. Mandi Dalam; Kloset Duduk; Ember mandi; Wastafel; Shower; WiFi; R. Cuci; Kulkas; R. Tamu; Penjaga Kos; R. Makan; R. Jemur; Dapur; Taman; Parkir Mobil; Parkir Motor & Sepeda
Kost Singgahsini Paso 1 Tipe A Jagakarsa Jakarta Selatan,Jakarta Selatan,Rp 2.025.000,10.5,25,Premium,3.5 x 3 meter; Tidak termasuk listrik; AC; Kasur; Meja; TV; Lemari Baju; Kursi; Jendela; Bantal; Cermin; K. Mandi Dalam; Kloset Duduk; Wastafel; Shower; Air panas; WiFi; R. Cuci; Kulkas; R. Tamu; Penjaga Kos; Mesin Cuci; R. Jemur; Dapur; K. Mandi Luar; Parkir Mobil; Parkir Motor & Sepeda
Kost Singgahsini Paus Residence Tipe A Pulo Gadung Jakarta Timur,Jakarta Timur,Rp 2.739.000,16.0,18,Premium,4 x 4 meter; Tidak termasuk listrik; AC; Kasur; TV; Lemari Baju; Jendela; Bantal; K. Mandi Dalam; Kloset Duduk; Wastafel; Shower; Air panas; WiFi; Penjaga Kos; Dapur; Taman; CCTV; Parkir Mobil; Parkir Motor & Sepeda
Kost Singgahsini Perkici IV STAN Tipe A Bintaro Tangerang Selatan,Tangerang Selatan,Rp 1.140.000,6.4399999999999995,15,Standar,2.3 x 2.8 meter; Tidak termasuk listrik; AC; Kasur; Lemari Baju; Jendela; Bantal; Guling; Kloset Duduk; K. Mandi Luar; Ember mandi; WiFi; Kulkas; Penjaga Kos; Dapur; Dispenser; Parkir Motor & Sepeda
Kost Singgahsini Permata 15 Tipe C Grogol Petamburan Jakarta Barat,Jakarta Barat,Rp 1.725.000,9.0,20,Standar,3 x 3 meter; Tidak termasuk listrik; AC; Kasur; Meja; Lemari Baju; Ventilasi; Kursi; Jendela; Bantal; Guling; K. Mandi Dalam; Kloset Duduk; K. Mandi Luar; Ember mandi; Shower; WiFi; R. Tamu; Penjaga Kos; R. Jemur; CCTV; Parkir Motor & Sepeda
Kost Singgahsini Permata 15 Tipe D Grogol Petamburan Jakarta Barat,Jakarta Barat,Rp 945.000,9.0,21,Ekonomis,3 x 3 meter; Tidak termasuk listrik; Kasur; Meja; Lemari Baju; Ventilasi; Kursi; Jendela; Kipas Angin; Bantal; Guling; Kloset Duduk; Kloset Jongkok; K. Mandi Luar; Wastafel; Ember mandi; Shower; WiFi; R. Tamu; Penjaga Kos; R. Jemur; CCTV; Parkir Motor & Sepeda
Kost Singgahsini Permata Hijau Tipe B Kebayoran Lama Jakarta Selatan,Jakarta Selatan,Rp 2.159.400,16.0,16,Standar,4 x 4 meter; Tidak termasuk listrik; AC; Kasur; Meja; Lemari Baju; Kursi; K. Mandi Dalam; Kloset Duduk; Shower; WiFi; R. Cuci; Laundry; R. Jemur; Parkir Mobil; Parkir Motor; Parkir Sepeda; Parkir Motor & Sepeda
Kost Singgahsini Petogogan 35A Tipe A Kebayoran Baru Jakarta Selatan,Jakarta Selatan,Rp 2.325.000,9.0,22,Premium,3 x 3 meter; Tidak termasuk listrik; AC; Kasur; Meja; Lemari Baju; Kursi; Jendela; Bantal; Cermin; Guling; Kloset Duduk; K. Mandi Luar; Shower; Air panas; WiFi; Penjaga Kos; R. Makan; R. Jemur; CCTV; Rooftop; Jemuran; Parkir Mobil; Parkir Motor & Sepeda
Kost Singgahsini Petogogan 35A Tipe B Kebayoran Baru Jakarta Selatan,Jakarta Selatan,Rp 2.025.000,12.0,21,Premium,4 x 3 meter; Tidak termasuk listrik; AC; Kasur; Meja; Lemari Baju; Kursi; Bantal; Cermin; Guling; Kloset Duduk; K. Mandi Luar; Shower; Air panas; WiFi; Penjaga Kos; R. Makan; R. Jemur; CCTV; Rooftop; Jemuran; Parkir Mobil; Parkir Motor & Sepeda
Kost Singgahsini Petojo 5 Roxy Tipe A Jakarta Pusat,Jakarta Pusat,Rp 1.830.000,7.68,22,Standar,3.2 x 2.4 meter; Tidak termasuk listrik; AC; Kasur; Meja; Lemari Baju; Kursi; Bantal; Cermin; Guling; Kloset Duduk; K. Mandi Luar; Wastafel; Shower; WiFi; Kulkas; Penjaga Kos; Laundry; Dapur; Dispenser; Parkir Mobil; Parkir Motor; Parkir Sepeda; Parkir Motor & Sepeda
Kost Singgahsini Petojo Selatan 12 Tipe B Gambir Jakarta Pusat,Jakarta Pusat,Rp 1.545.000,7.5,11,Premium,3 x 2.5 meter; Tidak termasuk listrik; AC; Kasur; Meja; Lemari Baju; Jendela; Kloset Duduk; K. Mandi Luar; Shower; Air panas; WiFi; Parkir Motor & Sepeda
Kost Singgahsini Petojo Selatan 3 Tipe A Cideng Jakarta Pusat,Jakarta Pusat,Rp 1.564.000,5.5,15,Standar,2.5 x 2.2 meter; Tidak termasuk listrik; AC; Kasur; Lemari Baju; Bantal; Jendela; Kloset Duduk; K. Mandi Luar; Shower; WiFi; Kulkas; R. Tamu; R. Jemur; Dapur; CCTV; Parkir Sepeda
Kost Singgahsini Petojo Selatan 3 Tipe B Cideng Jakarta Pusat,Jakarta Pusat,Rp 1.386.600,2.7,14,Standar,1.8 x 1.5 meter; Tidak termasuk listrik; AC; Kasur; Lemari Baju; Bantal; Kloset Duduk; K. Mandi Luar; Shower; WiFi; Kulkas; R. Tamu; R. Jemur; Dapur; CCTV; Parkir Sepeda
Kost Singgahsini Petukangan Utara 09 Tipe B Pesanggrahan Jakarta Selatan,Jakarta Selatan,Rp 1.640.000,6.0,23,Standar,2 x 3 meter; Termasuk listrik; AC; Kasur; Meja Rias; Lemari Baju; Ventilasi; Kursi; Jendela; Bantal; Cermin; K. Mandi Dalam; Kloset Duduk; Shower; WiFi; R. Tamu; Penjaga Kos; R. Jemur; Dapur; Dispenser; Taman; Gazebo; CCTV; Jemuran; Parkir Motor & Sepeda
Kost Singgahsini PIM Margonda Raya Beji Depok,Depok,Rp 1.636.000,9.0,24,Premium,3 x 3 meter; Tidak termasuk listrik; AC; Kasur; Meja; TV; Lemari Baju; Kursi; Bantal; Cermin; Guling; Jendela; K. Mandi Dalam; Kloset Duduk; Ember mandi; Shower; Air panas; WiFi; R. Cuci; Kulkas; R. Tamu; R. Jemur; Dapur; Parkir Mobil; Parkir Motor; Parkir Sepeda
Kost Singgahsini Pisangan Lama 2 Tipe A Pulo Gadung Jakarta Timur,Jakarta Timur,Rp 1.425.000,9.990000000000002,11,Standar,3.7 x 2.7 meter; Tidak termasuk listrik; AC; Kasur; Lemari Baju; K. Mandi Dalam; Kloset Duduk; Shower; WiFi; Penjaga Kos; Laundry; Parkir Mobil; Parkir Motor & Sepeda
Kost Singgahsini Poltangan 28 Tipe A Jagakarsa Jakarta Selatan,Jakarta Selatan,Rp 2.780.000,15.899999999999999,21,Premium,5.3 x 3 meter; Tidak termasuk listrik; AC; Kasur; Meja; Lemari Baju; Kursi; Bantal; Jendela; K. Mandi Dalam; Kloset Duduk; Wastafel; Shower; Air panas; WiFi; Kulkas; R. Tamu; R. Santai; Dapur; CCTV; Parkir Mobil; Parkir Motor; Parkir Sepeda
Kost Singgahsini Poltangan 28 Tipe C Jagakarsa Jakarta Selatan,Jakarta Selatan,Rp 1.991.500,6.72,21,Premium,2.8 x 2.4 meter; Tidak termasuk listrik; AC; Kasur; Meja; Lemari Baju; Kursi; Bantal; Jendela; K. Mandi Dalam; Kloset Duduk; Wastafel; Shower; Air panas; WiFi; Kulkas; R. Tamu; R. Santai; Dapur; CCTV; Parkir Mobil; Parkir Motor; Parkir Sepeda
Kost Singgahsini Pondok Asri Tipe A Ciputat Timur Tangerang Selatan,Tangerang Selatan,Rp 1.525.000,14.0,16,Premium,3.5 x 4 meter; Tidak termasuk listrik; AC; Kasur; Meja; Lemari Baju; Ventilasi; Bantal; Cermin; K. Mandi Dalam; Kloset Duduk; Wastafel; Shower; Air panas; WiFi; Penjaga Kos; Mesin Cuci; Parkir Motor & Sepeda
Kost Singgahsini Pondok Asri Tipe B Ciputat Timur Tangerang Selatan,Tangerang Selatan,Rp 1.125.000,6.72,14,Standar,2.8 x 2.4 meter; Tidak termasuk listrik; AC; Kasur; Meja; Lemari Baju; Ventilasi; Kursi; Cermin; Kloset Duduk; K. Mandi Luar; Wastafel; Shower; WiFi; R. Cuci; Parkir Motor & Sepeda
Kost Singgahsini Pondok Bukit Pisang Tipe A Beji Depok,Depok,Rp 1.440.000,13.5,22,Standar,4.5 x 3 meter; Termasuk listrik; AC; Kasur; Meja; Lemari Baju; Ventilasi; Kursi; Bantal; Jendela; K. Mandi Dalam; Kloset Duduk; Shower; WiFi; R. Tamu; Penjaga Kos; R. Makan; R. Jemur; Mushola; Dapur; Dispenser; Taman; CCTV; Parkir Motor & Sepeda
Kost Singgahsini Pondok Bukit Pisang Tipe B Beji Depok,Depok,Rp 1.350.000,13.5,21,Standar,4.5 x 3 meter; Termasuk listrik; AC; Kasur; Meja; Lemari Baju; Ventilasi; Kursi; Bantal; Jendela; K. Mandi Dalam; Kloset Duduk; Shower; WiFi; R. Tamu; Penjaga Kos; R. Makan; R. Jemur; Mushola; Dapur; Taman; CCTV; Parkir Motor & Sepeda
Kost Singgahsini Pondok Bukit Pisang Tipe C Beji Depok,Depok,Rp 900.000,13.5,20,Ekonomis,4.5 x 3 meter; Termasuk listrik; Kasur; Meja; Lemari Baju; Ventilasi; Kursi; Bantal; Jendela; K. Mandi Dalam; Kloset Duduk; Shower; WiFi; R. Tamu; Penjaga Kos; R. Makan; R. Jemur; Mushola; Dapur; Taman; CCTV; Parkir Motor & Sepeda
Kost Singgahsini Pondok Indah Tipe A Kebayoran Lama Jakarta Selatan,Jakarta Selatan,Rp 2.575.000,15.0,20,Premium,5 x 3 meter; Termasuk listrik; AC; Kasur; Meja; Lemari Baju; Kursi; Bantal; Guling; Jendela; K. Mandi Dalam; Kloset Duduk; Wastafel; Shower; Air panas; WiFi; R. Tamu; R. Jemur; Mushola; Dapur; Parkir Mobil; Parkir Motor
Kost Singgahsini Pondok Indah Tipe B Kebayoran Lama Jakarta Selatan,Jakarta Selatan,Rp 2.325.000,12.0,20,Premium,4 x 3 meter; Termasuk listrik; AC; Kasur; Meja; Lemari Baju; Kursi; Bantal; Guling; Jendela; K. Mandi Dalam; Kloset Duduk; Wastafel; Shower; Air panas; WiFi; R. Tamu; R. Jemur; Mushola; Dapur; Parkir Mobil; Parkir Motor
Kost Singgahsini Pondok Nuri Tipe A Tangerang Selatan,Tangerang Selatan,Rp 1.465.000,13.5,23,Standar,4.5 x 3 meter; Tidak termasuk listrik; AC; Kasur; Meja; Lemari Baju; Ventilasi; Kursi; Jendela; Bantal; K. Mandi Dalam; Kloset Duduk; Ember mandi; Shower; WiFi; R. Cuci; Kulkas; R. Tamu; Penjaga Kos; Mesin Cuci; R. Jemur; Dapur; CCTV; Jemuran; Parkir Motor & Sepeda
Kost Singgahsini Pondok Nuri Tipe B Tangerang Selatan,Tangerang Selatan,Rp 1.375.000,12.0,23,Standar,4 x 3 meter; Tidak termasuk listrik; AC; Kasur; Meja; Lemari Baju; Ventilasi; Kursi; Jendela; Bantal; Kloset Duduk; K. Mandi Luar; Ember mandi; Shower; WiFi; R. Cuci; Kulkas; R. Tamu; Penjaga Kos; Mesin Cuci; R. Jemur; Dapur; CCTV; Jemuran; Parkir Motor & Sepeda
